Date,Time,level
2019/01/07,09:18,74.281
2019/01/07,09:24,74.286
2019/01/07,09:30,74.287
2019/01/07,09:36,74.288
2019/01/07,09:42,74.288
2019/01/07,09:48,74.289
2019/01/07,09:54,74.288
2019/01/07,10:00,74.287
2019/01/07,10:06,74.289
2019/01/07,10:12,74.289
2019/01/07,10:18,74.289
2019/01/07,10:24,74.29
2019/01/07,10:30,74.292
2019/01/07,10:36,74.292
2019/01/07,10:42,74.294
2019/01/07,10:48,74.295
2019/01/07,10:54,74.294
2019/01/07,11:00,74.294
2019/01/07,11:06,74.296
2019/01/07,11:12,74.294
2019/01/07,11:18,74.286
2019/01/07,11:24,74.289
2019/01/07,11:30,74.29
2019/01/07,11:36,74.294
2019/01/07,11:42,74.287
2019/01/07,11:48,74.284
2019/01/07,11:54,74.287
2019/01/07,12:00,74.282
2019/01/07,12:06,74.278
2019/01/07,12:12,74.278
2019/01/07,12:18,74.277
2019/01/07,12:24,74.274
2019/01/07,12:30,74.271
2019/01/07,12:36,74.269
2019/01/07,12:42,74.266
2019/01/07,12:48,74.262
2019/01/07,12:54,74.258
2019/01/07,13:00,74.254
2019/01/07,13:06,74.251
2019/01/07,13:12,74.251
2019/01/07,13:18,74.255
2019/01/07,13:24,74.251
2019/01/07,13:30,74.258
2019/01/07,13:36,74.263
2019/01/07,13:42,74.268
2019/01/07,13:48,74.275
2019/01/07,13:54,74.268
2019/01/07,14:00,74.276
2019/01/07,14:06,74.275
2019/01/07,14:12,74.282
2019/01/07,14:18,74.282
2019/01/07,14:24,74.284
2019/01/07,14:30,74.287
2019/01/07,14:36,74.286
2019/01/07,14:42,74.285
2019/01/07,14:48,74.286
2019/01/07,14:54,74.286
2019/01/07,15:00,74.283
2019/01/07,15:06,74.276
2019/01/07,15:12,74.282
2019/01/07,15:18,74.283
2019/01/07,15:24,74.282
2019/01/07,15:30,74.276
2019/01/07,15:36,74.278
2019/01/07,15:42,74.271
2019/01/07,15:48,74.268
2019/01/07,15:54,74.261
2019/01/07,16:00,74.257
2019/01/07,16:06,74.253
2019/01/07,16:12,74.255
2019/01/07,16:18,74.254
2019/01/07,16:24,74.254
2019/01/07,16:30,74.25
2019/01/07,16:36,74.247
2019/01/07,16:42,74.248
2019/01/07,16:48,74.245
2019/01/07,16:54,74.243
2019/01/07,17:00,74.243
2019/01/07,17:06,74.24
2019/01/07,17:12,74.234
2019/01/07,17:18,74.23
2019/01/07,17:24,74.226
2019/01/07,17:30,74.227
2019/01/07,17:36,74.221
2019/01/07,17:42,74.218
2019/01/07,17:48,74.214
2019/01/07,17:54,74.213
2019/01/07,18:00,74.209
2019/01/07,18:06,74.206
2019/01/07,18:12,74.205
2019/01/07,18:18,74.204
2019/01/07,18:24,74.201
2019/01/07,18:30,74.199
2019/01/07,18:36,74.195
2019/01/07,18:42,74.189
2019/01/07,18:48,74.185
2019/01/07,18:54,74.178
2019/01/07,19:00,74.175
2019/01/07,19:06,74.174
2019/01/07,19:12,74.173
2019/01/07,19:18,74.173
2019/01/07,19:24,74.173
2019/01/07,19:30,74.179
2019/01/07,19:36,74.184
2019/01/07,19:42,74.189
2019/01/07,19:48,74.192
2019/01/07,19:54,74.195
2019/01/07,20:00,74.201
2019/01/07,20:06,74.206
2019/01/07,20:12,74.213
2019/01/07,20:18,74.219
2019/01/07,20:24,74.224
2019/01/07,20:30,74.228
2019/01/07,20:36,74.232
2019/01/07,20:42,74.233
2019/01/07,20:48,74.24
2019/01/07,20:54,74.245
2019/01/07,21:00,74.25
2019/01/07,21:06,74.251
2019/01/07,21:12,74.257
2019/01/07,21:18,74.261
2019/01/07,21:24,74.262
2019/01/07,21:30,74.262
2019/01/07,21:36,74.264
2019/01/07,21:42,74.264
2019/01/07,21:48,74.261
2019/01/07,21:54,74.256
2019/01/07,22:00,74.253
2019/01/07,22:06,74.25
2019/01/07,22:12,74.241
2019/01/07,22:18,74.234
2019/01/07,22:24,74.232
2019/01/07,22:30,74.229
2019/01/07,22:36,74.22
2019/01/07,22:42,74.218
2019/01/07,22:48,74.219
2019/01/07,22:54,74.214
2019/01/07,23:00,74.21
2019/01/07,23:06,74.21
2019/01/07,23:12,74.207
2019/01/07,23:18,74.203
2019/01/07,23:24,74.206
2019/01/07,23:30,74.206
2019/01/07,23:36,74.21
2019/01/07,23:42,74.211
2019/01/07,23:48,74.21
2019/01/07,23:54,74.213
2019/01/08,00:00,74.223
2019/01/08,00:06,74.233
2019/01/08,00:12,74.24
2019/01/08,00:18,74.25
2019/01/08,00:24,74.259
2019/01/08,00:30,74.268
2019/01/08,00:36,74.278
2019/01/08,00:42,74.288
2019/01/08,00:48,74.297
2019/01/08,00:54,74.308
2019/01/08,01:00,74.32
2019/01/08,01:06,74.331
2019/01/08,01:12,74.341
2019/01/08,01:18,74.35
2019/01/08,01:24,74.359
2019/01/08,01:30,74.364
2019/01/08,01:36,74.371
2019/01/08,01:42,74.375
2019/01/08,01:48,74.383
2019/01/08,01:54,74.393
2019/01/08,02:00,74.403
2019/01/08,02:06,74.411
2019/01/08,02:12,74.417
2019/01/08,02:18,74.424
2019/01/08,02:24,74.432
2019/01/08,02:30,74.435
2019/01/08,02:36,74.436
2019/01/08,02:42,74.435
2019/01/08,02:48,74.436
2019/01/08,02:54,74.435
2019/01/08,03:00,74.435
2019/01/08,03:06,74.433
2019/01/08,03:12,74.432
2019/01/08,03:18,74.429
2019/01/08,03:24,74.429
2019/01/08,03:30,74.426
2019/01/08,03:36,74.425
2019/01/08,03:42,74.423
2019/01/08,03:48,74.42
2019/01/08,03:54,74.416
2019/01/08,04:00,74.417
2019/01/08,04:06,74.416
2019/01/08,04:12,74.419
2019/01/08,04:18,74.419
2019/01/08,04:24,74.422
2019/01/08,04:30,74.42
2019/01/08,04:36,74.417
2019/01/08,04:42,74.417
2019/01/08,04:48,74.415
2019/01/08,04:54,74.413
2019/01/08,05:00,74.414
2019/01/08,05:06,74.413
2019/01/08,05:12,74.416
2019/01/08,05:18,74.421
2019/01/08,05:24,74.425
2019/01/08,05:30,74.429
2019/01/08,05:36,74.432
2019/01/08,05:42,74.433
2019/01/08,05:48,74.435
2019/01/08,05:54,74.438
2019/01/08,06:00,74.441
2019/01/08,06:06,74.446
2019/01/08,06:12,74.451
2019/01/08,06:18,74.458
2019/01/08,06:24,74.465
2019/01/08,06:30,74.467
2019/01/08,06:36,74.47
2019/01/08,06:42,74.472
2019/01/08,06:48,74.474
2019/01/08,06:54,74.475
2019/01/08,07:00,74.478
2019/01/08,07:06,74.479
2019/01/08,07:12,74.481
2019/01/08,07:18,74.482
2019/01/08,07:24,74.484
2019/01/08,07:30,74.483
2019/01/08,07:36,74.48
2019/01/08,07:42,74.476
2019/01/08,07:48,74.472
2019/01/08,07:54,74.468
2019/01/08,08:00,74.461
2019/01/08,08:06,74.456
2019/01/08,08:12,74.451
2019/01/08,08:18,74.446
2019/01/08,08:24,74.441
2019/01/08,08:30,74.439
2019/01/08,08:36,74.433
2019/01/08,08:42,74.427
2019/01/08,08:48,74.422
2019/01/08,08:54,74.417
2019/01/08,09:00,74.414
2019/01/08,09:06,74.41
2019/01/08,09:12,74.409
2019/01/08,09:18,74.408
2019/01/08,09:24,74.406
2019/01/08,09:30,74.405
2019/01/08,09:36,74.404
2019/01/08,09:42,74.403
2019/01/08,09:48,74.404
2019/01/08,09:54,74.405
2019/01/08,10:00,74.405
2019/01/08,10:06,74.405
2019/01/08,10:12,74.407
2019/01/08,10:18,74.409
2019/01/08,10:24,74.411
2019/01/08,10:30,74.412
2019/01/08,10:36,74.414
2019/01/08,10:42,74.415
2019/01/08,10:48,74.417
2019/01/08,10:54,74.418
2019/01/08,11:00,74.419
2019/01/08,11:06,74.419
2019/01/08,11:12,74.419
2019/01/08,11:18,74.421
2019/01/08,11:24,74.421
2019/01/08,11:30,74.421
2019/01/08,11:36,74.421
2019/01/08,11:42,74.419
2019/01/08,11:48,74.416
2019/01/08,11:54,74.414
2019/01/08,12:00,74.413
2019/01/08,12:06,74.412
2019/01/08,12:12,74.407
2019/01/08,12:18,74.402
2019/01/08,12:24,74.399
2019/01/08,12:30,74.393
2019/01/08,12:36,74.387
2019/01/08,12:42,74.381
2019/01/08,12:48,74.374
2019/01/08,12:54,74.371
2019/01/08,13:00,74.366
2019/01/08,13:06,74.361
2019/01/08,13:12,74.357
2019/01/08,13:18,74.353
2019/01/08,13:24,74.349
2019/01/08,13:30,74.347
2019/01/08,13:36,74.345
2019/01/08,13:42,74.341
2019/01/08,13:48,74.341
2019/01/08,13:54,74.341
2019/01/08,14:00,74.342
2019/01/08,14:06,74.34
2019/01/08,14:12,74.342
2019/01/08,14:18,74.341
2019/01/08,14:24,74.341
2019/01/08,14:30,74.34
2019/01/08,14:36,74.339
2019/01/08,14:42,74.334
2019/01/08,14:48,74.336
2019/01/08,14:54,74.335
2019/01/08,15:00,74.334
2019/01/08,15:06,74.331
2019/01/08,15:12,74.335
2019/01/08,15:18,74.335
2019/01/08,15:24,74.335
2019/01/08,15:30,74.338
2019/01/08,15:36,74.336
2019/01/08,15:42,74.338
2019/01/08,15:48,74.338
2019/01/08,15:54,74.339
2019/01/08,16:00,74.34
2019/01/08,16:06,74.338
2019/01/08,16:12,74.341
2019/01/08,16:18,74.341
2019/01/08,16:24,74.341
2019/01/08,16:30,74.34
2019/01/08,16:36,74.34
2019/01/08,16:42,74.341
2019/01/08,16:48,74.342
2019/01/08,16:54,74.34
2019/01/08,17:00,74.34
2019/01/08,17:06,74.339
2019/01/08,17:12,74.34
2019/01/08,17:18,74.338
2019/01/08,17:24,74.334
2019/01/08,17:30,74.335
2019/01/08,17:36,74.335
2019/01/08,17:42,74.332
2019/01/08,17:48,74.328
2019/01/08,17:54,74.325
2019/01/08,18:00,74.325
2019/01/08,18:06,74.32
2019/01/08,18:12,74.318
2019/01/08,18:18,74.32
2019/01/08,18:24,74.321
2019/01/08,18:30,74.318
2019/01/08,18:36,74.316
2019/01/08,18:42,74.315
2019/01/08,18:48,74.314
2019/01/08,18:54,74.315
2019/01/08,19:00,74.314
2019/01/08,19:06,74.316
2019/01/08,19:12,74.319
2019/01/08,19:18,74.32
2019/01/08,19:24,74.321
2019/01/08,19:30,74.324
2019/01/08,19:36,74.325
2019/01/08,19:42,74.325
2019/01/08,19:48,74.323
2019/01/08,19:54,74.324
2019/01/08,20:00,74.324
2019/01/08,20:06,74.324
2019/01/08,20:12,74.323
2019/01/08,20:18,74.324
2019/01/08,20:24,74.328
2019/01/08,20:30,74.329
2019/01/08,20:36,74.331
2019/01/08,20:42,74.333
2019/01/08,20:48,74.334
2019/01/08,20:54,74.334
2019/01/08,21:00,74.339
2019/01/08,21:06,74.343
2019/01/08,21:12,74.347
2019/01/08,21:18,74.347
2019/01/08,21:24,74.349
2019/01/08,21:30,74.348
2019/01/08,21:36,74.343
2019/01/08,21:42,74.337
2019/01/08,21:48,74.338
2019/01/08,21:54,74.336
2019/01/08,22:00,74.337
2019/01/08,22:06,74.337
2019/01/08,22:12,74.34
2019/01/08,22:18,74.338
2019/01/08,22:24,74.338
2019/01/08,22:30,74.344
2019/01/08,22:36,74.34
2019/01/08,22:42,74.34
2019/01/08,22:48,74.335
2019/01/08,22:54,74.334
2019/01/08,23:00,74.333
2019/01/08,23:06,74.33
2019/01/08,23:12,74.329
2019/01/08,23:18,74.326
2019/01/08,23:24,74.325
2019/01/08,23:30,74.325
2019/01/08,23:36,74.325
2019/01/08,23:42,74.326
2019/01/08,23:48,74.325
2019/01/08,23:54,74.33
2019/01/09,00:00,74.331
2019/01/09,00:06,74.334
2019/01/09,00:12,74.338
2019/01/09,00:18,74.34
2019/01/09,00:24,74.336
2019/01/09,00:30,74.337
2019/01/09,00:36,74.34
2019/01/09,00:42,74.34
2019/01/09,00:48,74.338
2019/01/09,00:54,74.339
2019/01/09,01:00,74.341
2019/01/09,01:06,74.343
2019/01/09,01:12,74.344
2019/01/09,01:18,74.345
2019/01/09,01:24,74.348
2019/01/09,01:30,74.35
2019/01/09,01:36,74.352
2019/01/09,01:42,74.354
2019/01/09,01:48,74.355
2019/01/09,01:54,74.358
2019/01/09,02:00,74.36
2019/01/09,02:06,74.36
2019/01/09,02:12,74.361
2019/01/09,02:18,74.363
2019/01/09,02:24,74.364
2019/01/09,02:30,74.363
2019/01/09,02:36,74.363
2019/01/09,02:42,74.364
2019/01/09,02:48,74.366
2019/01/09,02:54,74.367
2019/01/09,03:00,74.368
2019/01/09,03:06,74.371
2019/01/09,03:12,74.375
2019/01/09,03:18,74.378
2019/01/09,03:24,74.381
2019/01/09,03:30,74.382
2019/01/09,03:36,74.382
2019/01/09,03:42,74.382
2019/01/09,03:48,74.38
2019/01/09,03:54,74.38
2019/01/09,04:00,74.379
2019/01/09,04:06,74.379
2019/01/09,04:12,74.379
2019/01/09,04:18,74.378
2019/01/09,04:24,74.378
2019/01/09,04:30,74.377
2019/01/09,04:36,74.377
2019/01/09,04:42,74.376
2019/01/09,04:48,74.375
2019/01/09,04:54,74.376
2019/01/09,05:00,74.375
2019/01/09,05:06,74.376
2019/01/09,05:12,74.376
2019/01/09,05:18,74.377
2019/01/09,05:24,74.378
2019/01/09,05:30,74.376
2019/01/09,05:36,74.377
2019/01/09,05:42,74.376
2019/01/09,05:48,74.378
2019/01/09,05:54,74.38
2019/01/09,06:00,74.38
2019/01/09,06:06,74.383
2019/01/09,06:12,74.386
2019/01/09,06:18,74.386
2019/01/09,06:24,74.386
2019/01/09,06:30,74.387
2019/01/09,06:36,74.389
2019/01/09,06:42,74.391
2019/01/09,06:48,74.393
2019/01/09,06:54,74.396
2019/01/09,07:00,74.397
2019/01/09,07:06,74.398
2019/01/09,07:12,74.4
2019/01/09,07:18,74.401
2019/01/09,07:24,74.4
2019/01/09,07:30,74.402
2019/01/09,07:36,74.403
2019/01/09,07:42,74.402
2019/01/09,07:48,74.403
2019/01/09,07:54,74.402
2019/01/09,08:00,74.403
2019/01/09,08:06,74.401
2019/01/09,08:12,74.401
2019/01/09,08:18,74.402
2019/01/09,08:24,74.403
2019/01/09,08:30,74.403
2019/01/09,08:36,74.401
2019/01/09,08:42,74.401
2019/01/09,08:48,74.402
2019/01/09,08:54,74.4
2019/01/09,09:00,74.401
2019/01/09,09:06,74.4
2019/01/09,09:12,74.4
2019/01/09,09:18,74.398
2019/01/09,09:24,74.399
2019/01/09,09:30,74.396
2019/01/09,09:36,-
2019/01/09,09:42,74.397
2019/01/09,09:48,74.398
2019/01/09,09:54,74.398
2019/01/09,10:00,74.398
2019/01/09,10:06,74.398
2019/01/09,10:12,74.399
2019/01/09,10:18,74.4
2019/01/09,10:24,74.401
2019/01/09,10:30,74.401
2019/01/09,10:36,74.401
2019/01/09,10:42,74.402
2019/01/09,10:48,74.402
2019/01/09,10:54,74.403
2019/01/09,11:00,74.402
2019/01/09,11:06,74.405
2019/01/09,11:12,74.404
2019/01/09,11:18,74.407
2019/01/09,11:24,74.407
2019/01/09,11:30,74.408
2019/01/09,11:36,74.41
2019/01/09,11:42,74.413
2019/01/09,11:48,74.415
2019/01/09,11:54,74.416
2019/01/09,12:00,74.419
2019/01/09,12:06,74.421
2019/01/09,12:12,74.422
2019/01/09,12:18,74.425
2019/01/09,12:24,74.427
2019/01/09,12:30,74.428
2019/01/09,12:36,74.43
2019/01/09,12:42,74.433
2019/01/09,12:48,74.432
2019/01/09,12:54,74.434
2019/01/09,13:00,74.435
2019/01/09,13:06,74.434
2019/01/09,13:12,74.434
2019/01/09,13:18,74.435
2019/01/09,13:24,74.437
2019/01/09,13:30,74.438
2019/01/09,13:36,74.438
2019/01/09,13:42,74.44
2019/01/09,13:48,74.443
2019/01/09,13:54,74.442
2019/01/09,14:00,74.444
2019/01/09,14:06,74.446
2019/01/09,14:12,74.446
2019/01/09,14:18,74.447
2019/01/09,14:24,74.446
2019/01/09,14:30,74.445
2019/01/09,14:36,74.446
2019/01/09,14:42,74.446
2019/01/09,14:48,74.445
2019/01/09,14:54,74.447
2019/01/09,15:00,74.447
2019/01/09,15:06,74.446
2019/01/09,15:12,74.448
2019/01/09,15:18,74.449
2019/01/09,15:24,74.448
2019/01/09,15:30,74.448
2019/01/09,15:36,74.448
2019/01/09,15:42,74.449
2019/01/09,15:48,74.449
2019/01/09,15:54,74.448
2019/01/09,16:00,74.449
2019/01/09,16:06,74.448
2019/01/09,16:12,-
2019/01/09,16:18,-
2019/01/09,16:24,74.445
2019/01/09,16:30,74.444
2019/01/09,16:36,74.443
2019/01/09,16:42,74.442
2019/01/09,16:48,74.442
2019/01/09,16:54,74.441
2019/01/09,17:00,74.441
2019/01/09,17:06,74.44
2019/01/09,17:12,74.439
2019/01/09,17:18,74.437
2019/01/09,17:24,74.435
2019/01/09,17:30,74.432
2019/01/09,17:36,74.431
2019/01/09,17:42,74.43
2019/01/09,17:48,74.429
2019/01/09,17:54,74.429
2019/01/09,18:00,74.428
2019/01/09,18:06,74.428
2019/01/09,18:12,74.428
2019/01/09,18:18,74.429
2019/01/09,18:24,74.43
2019/01/09,18:30,74.429
2019/01/09,18:36,74.429
2019/01/09,18:42,74.429
2019/01/09,18:48,74.429
2019/01/09,18:54,74.429
2019/01/09,19:00,74.429
2019/01/09,19:06,74.428
2019/01/09,19:12,74.427
2019/01/09,19:18,74.427
2019/01/09,19:24,74.427
2019/01/09,19:30,74.428
2019/01/09,19:36,74.426
2019/01/09,19:42,74.427
2019/01/09,19:48,74.426
2019/01/09,19:54,74.426
2019/01/09,20:00,74.426
2019/01/09,20:06,74.427
2019/01/09,20:12,74.426
2019/01/09,20:18,74.427
2019/01/09,20:24,74.428
2019/01/09,20:30,74.429
2019/01/09,20:36,74.428
2019/01/09,20:42,74.429
2019/01/09,20:48,74.429
2019/01/09,20:54,74.43
2019/01/09,21:00,74.432
2019/01/09,21:06,74.434
