Date, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
01/05/2019 19:36,,,,1.5,1006.7,,
01/05/2019 19:42,,,,1.4,1006.7,,
01/05/2019 19:48,,,,1.4,1006.5,,
01/05/2019 19:54,,,,1.5,1006.5,,
01/05/2019 20:00,,,,1.5,1006.5,,
01/05/2019 20:06,,,,1.6,1006.6,,
01/05/2019 20:12,,,,1.6,1006.7,,
01/05/2019 20:18,,,,1.5,1006.7,,
01/05/2019 20:24,,,,1.6,1006.6,,
01/05/2019 20:30,,,,1.6,1006.5,,
01/05/2019 20:36,,,,1.6,1006.5,,
01/05/2019 20:42,,,,1.6,1006.4,,
01/05/2019 20:48,,,,1.7,1006.3,,
01/05/2019 20:54,,,,1.7,1006.3,,
01/05/2019 21:00,,,,1.7,1006.3,,
01/05/2019 21:06,,,,1.6,1006.3,,
01/05/2019 21:12,,,,1.6,1006.3,,
01/05/2019 21:18,,,,1.6,1006.2,,
01/05/2019 21:24,,,,1.6,1006.2,,
01/05/2019 21:30,,,,1.6,1006.2,,
01/05/2019 21:36,,,,1.7,1006.1,,
01/05/2019 21:42,,,,1.6,1006.1,,
01/05/2019 21:48,,,,1.6,1006.1,,
01/05/2019 21:54,,,,1.5,1006.1,,
01/05/2019 22:00,,,,1.5,1006.0,,
01/05/2019 22:06,,,,1.6,1005.9,,
01/05/2019 22:12,,,,1.5,1006.0,,
01/05/2019 22:18,,,,1.5,1005.9,,
01/05/2019 22:24,,,,1.5,1006.0,,
01/05/2019 22:30,,,,1.4,1006.1,,
01/05/2019 22:36,,,,1.4,1006.2,,
01/05/2019 22:42,,,,1.4,1006.2,,
01/05/2019 22:48,,,,1.5,1006.2,,
01/05/2019 22:54,,,,1.5,1006.1,,
01/05/2019 23:00,,,,1.5,1005.9,,
01/05/2019 23:06,,,,1.5,1005.9,,
01/05/2019 23:12,,,,1.4,1006.0,,
01/05/2019 23:18,,,,1.4,1005.9,,
01/05/2019 23:24,,,,1.4,1005.8,,
01/05/2019 23:30,,,,1.4,1005.7,,
01/05/2019 23:36,,,,1.4,1005.7,,
01/05/2019 23:42,,,,1.5,1005.6,,
01/05/2019 23:48,,,,1.5,1005.6,,
01/05/2019 23:54,,,,1.5,1005.6,,
01/06/2019 00:00,,,,1.4,1005.5,,
01/06/2019 00:06,,,,1.5,1005.5,,
01/06/2019 00:12,,,,1.5,1005.6,,
01/06/2019 00:18,,,,1.5,1005.6,,
01/06/2019 00:24,,,,1.5,1005.6,,
01/06/2019 00:30,,,,1.4,1005.7,,
01/06/2019 00:36,,,,1.4,1005.6,,
01/06/2019 00:42,,,,1.4,1005.6,,
01/06/2019 00:48,,,,1.4,1005.7,,
01/06/2019 00:54,,,,1.4,1005.7,,
01/06/2019 01:00,,,,1.4,1005.8,,
01/06/2019 01:06,,,,1.4,1005.7,,
01/06/2019 01:12,,,,1.4,1005.7,,
01/06/2019 01:18,,,,1.4,1005.7,,
01/06/2019 01:24,,,,1.4,1005.6,,
01/06/2019 01:30,,,,1.3,1005.7,,
01/06/2019 01:36,,,,1.3,1005.7,,
01/06/2019 01:42,,,,1.3,1005.7,,
01/06/2019 01:48,,,,1.3,1005.8,,
01/06/2019 01:54,,,,1.3,1005.8,,
01/06/2019 02:00,,,,1.3,1005.9,,
01/06/2019 02:06,,,,1.3,1006.0,,
01/06/2019 02:12,,,,1.3,1006.1,,
01/06/2019 02:18,,,,1.3,1006.2,,
01/06/2019 02:24,,,,1.3,1006.1,,
01/06/2019 02:30,,,,1.3,1006.1,,
01/06/2019 02:36,,,,1.2,1006.1,,
01/06/2019 02:42,,,,1.2,1006.2,,
01/06/2019 02:48,,,,1.2,1006.4,,
01/06/2019 02:54,,,,1.3,1006.4,,
01/06/2019 03:00,,,,1.3,1006.5,,
01/06/2019 03:06,,,,1.3,1006.5,,
01/06/2019 03:12,,,,1.2,1006.7,,
01/06/2019 03:18,,,,1.2,1006.8,,
01/06/2019 03:24,,,,1.2,1006.8,,
01/06/2019 03:30,,,,1.2,1006.7,,
01/06/2019 03:36,,,,1.1,1006.9,,
01/06/2019 03:42,,,,1.1,1006.9,,
01/06/2019 03:48,,,,1.2,1006.9,,
01/06/2019 03:54,,,,1.1,1006.9,,
01/06/2019 04:00,,,,1.1,1006.9,,
01/06/2019 04:06,,,,1.1,1006.9,,
01/06/2019 04:12,,,,1.1,1007.1,,
01/06/2019 04:18,,,,1.1,1007.1,,
01/06/2019 04:24,,,,1.1,1007.2,,
01/06/2019 04:30,,,,1.1,1007.3,,
01/06/2019 04:36,,,,1.1,1007.3,,
01/06/2019 04:42,,,,1.0,1007.4,,
01/06/2019 04:48,,,,1.0,1007.4,,
01/06/2019 04:54,,,,1.0,1007.5,,
01/06/2019 05:00,,,,1.0,1007.5,,
01/06/2019 05:06,,,,1.0,1007.5,,
01/06/2019 05:12,,,,0.9,1007.6,,
01/06/2019 05:18,,,,0.9,1007.7,,
01/06/2019 05:24,,,,0.9,1007.9,,
01/06/2019 05:30,,,,0.9,1008.0,,
01/06/2019 05:36,,,,0.9,1008.1,,
01/06/2019 05:42,,,,0.8,1008.1,,
01/06/2019 05:48,,,,0.8,1008.3,,
01/06/2019 05:54,,,,0.8,1008.4,,
01/06/2019 06:00,,,,0.7,1008.5,,
01/06/2019 06:06,,,,0.8,1008.6,,
01/06/2019 06:12,,,,0.8,1008.8,,
01/06/2019 06:18,,,,0.8,1009.0,,
01/06/2019 06:24,,,,0.9,1009.1,,
01/06/2019 06:30,,,,0.9,1009.2,,
01/06/2019 06:36,,,,0.9,1009.4,,
01/06/2019 06:42,,,,0.9,1009.6,,
01/06/2019 06:48,,,,0.8,1009.8,,
01/06/2019 06:54,,,,0.9,1010.0,,
01/06/2019 07:00,,,,0.9,1010.1,,
01/06/2019 07:06,,,,0.8,1010.3,,
01/06/2019 07:12,,,,0.9,1010.5,,
01/06/2019 07:18,,,,0.9,1010.7,,
01/06/2019 07:24,,,,0.9,1010.9,,
01/06/2019 07:30,,,,0.8,1011.1,,
01/06/2019 07:36,,,,0.7,1011.3,,
01/06/2019 07:42,,,,0.1,1011.8,,
01/06/2019 07:48,,,,-0.1,1011.9,,
01/06/2019 07:54,,,,0.1,1012.2,,
01/06/2019 08:00,,,,0.3,1012.4,,
01/06/2019 08:06,,,,0.3,1012.7,,
01/06/2019 08:12,,,,0.3,1013.0,,
01/06/2019 08:18,,,,0.3,1013.3,,
01/06/2019 08:24,,,,-0.1,1013.7,,
01/06/2019 08:30,,,,-0.3,1013.9,,
01/06/2019 08:36,,,,-0.5,1014.1,,
01/06/2019 08:42,,,,-0.5,1014.3,,
01/06/2019 08:48,,,,-0.6,1014.6,,
01/06/2019 08:54,,,,-0.9,1014.9,,
01/06/2019 09:00,,,,-0.9,1015.2,,
01/06/2019 09:06,,,,-1.1,1015.5,,
01/06/2019 09:12,,,,-1.3,1015.7,,
01/06/2019 09:18,,,,-1.3,1015.8,,
01/06/2019 09:24,,,,-1.4,1016.0,,
01/06/2019 09:30,,,,-1.4,1016.1,,
01/06/2019 09:36,,,,-1.4,1016.2,,
01/06/2019 09:42,,,,-1.4,1016.4,,
01/06/2019 09:48,,,,-1.5,1016.5,,
01/06/2019 09:54,,,,-1.6,1016.7,,
01/06/2019 10:00,,,,-1.5,1016.9,,
01/06/2019 10:06,,,,-1.4,1017.0,,
01/06/2019 10:12,,,,-1.5,1017.1,,
01/06/2019 10:18,,,,-1.5,1017.2,,
01/06/2019 10:24,,,,-1.6,1017.3,,
01/06/2019 10:30,,,,-1.6,1017.4,,
01/06/2019 10:36,,,,-1.6,1017.7,,
01/06/2019 10:42,,,,-1.8,1017.8,,
01/06/2019 10:48,,,,-2.1,1017.9,,
01/06/2019 10:54,,,,-2.0,1017.9,,
01/06/2019 11:00,,,,-2.0,1017.9,,
01/06/2019 11:06,,,,-2.0,1017.9,,
01/06/2019 11:12,,,,-2.0,1018.0,,
01/06/2019 11:18,,,,-2.0,1018.0,,
01/06/2019 11:24,,,,-1.9,1018.0,,
01/06/2019 11:30,,,,-2.1,1018.1,,
01/06/2019 11:36,,,,-2.1,1018.1,,
01/06/2019 11:42,,,,-2.1,1018.2,,
01/06/2019 11:48,,,,-2.2,1018.2,,
01/06/2019 11:54,,,,-2.2,1018.1,,
01/06/2019 12:00,,,,-2.2,1018.3,,
01/06/2019 12:06,,,,-2.1,1018.4,,
01/06/2019 12:12,,,,-2.3,1018.6,,
01/06/2019 12:18,,,,-2.6,1018.8,,
01/06/2019 12:24,,,,-2.7,1018.9,,
01/06/2019 12:30,,,,-2.6,1019.0,,
01/06/2019 12:36,,,,-2.7,1019.2,,
01/06/2019 12:42,,,,-2.8,1019.3,,
01/06/2019 12:48,,,,-2.6,1019.3,,
01/06/2019 12:54,,,,-2.9,1019.4,,
01/06/2019 13:00,,,,-2.9,1019.5,,
01/06/2019 13:06,,,,-3.0,1019.8,,
01/06/2019 13:12,,,,-3.1,1019.8,,
01/06/2019 13:18,,,,-3.1,1019.9,,
01/06/2019 13:24,,,,-3.0,1019.9,,
01/06/2019 13:30,,,,-3.1,1020.0,,
01/06/2019 13:36,,,,-2.9,1020.1,,
01/06/2019 13:42,,,,-2.8,1020.1,,
01/06/2019 13:48,,,,-3.0,1020.3,,
01/06/2019 13:54,,,,-3.0,1020.5,,
01/06/2019 14:00,,,,-2.9,1020.7,,
01/06/2019 14:06,,,,-3.0,1020.8,,
01/06/2019 14:12,,,,-2.9,1020.9,,
01/06/2019 14:18,,,,-2.7,1021.0,,
01/06/2019 14:24,,,,-3.0,1021.1,,
01/06/2019 14:30,,,,-2.9,1021.3,,
01/06/2019 14:36,,,,-3.0,1021.4,,
01/06/2019 14:42,,,,-3.0,1021.5,,
01/06/2019 14:48,,,,-3.0,1021.6,,
01/06/2019 14:54,,,,-3.0,1021.7,,
01/06/2019 15:00,,,,-3.0,1021.8,,
01/06/2019 15:06,,,,-2.7,1021.9,,
01/06/2019 15:12,,,,-2.7,1022.0,,
01/06/2019 15:18,,,,-2.8,1022.1,,
01/06/2019 15:24,,,,-3.0,1022.4,,
01/06/2019 15:30,,,,-2.8,1022.4,,
01/06/2019 15:36,,,,-2.9,1022.6,,
01/06/2019 15:42,,,,-2.9,1022.8,,
01/06/2019 15:48,,,,-3.0,1023.0,,
01/06/2019 15:54,,,,-3.1,1023.2,,
01/06/2019 16:00,,,,-3.3,1023.4,,
01/06/2019 16:06,,,,-3.2,1023.6,,
01/06/2019 16:12,,,,-3.6,1023.9,,
01/06/2019 16:18,,,,-3.8,1024.0,,
01/06/2019 16:24,,,,-4.0,1024.2,,
01/06/2019 16:30,,,,-4.1,1024.4,,
01/06/2019 16:36,,,,-4.4,1024.6,,
01/06/2019 16:42,,,,-4.5,1024.9,,
01/06/2019 16:48,,,,-4.7,1025.1,,
01/06/2019 16:54,,,,-4.9,1025.3,,
01/06/2019 17:00,,,,-5.0,1025.4,,
01/06/2019 17:06,,,,-5.1,1025.5,,
01/06/2019 17:12,,,,-5.2,1025.7,,
01/06/2019 17:18,,,,,,,
01/06/2019 17:24,,,,,,,
01/06/2019 17:30,,,,-5.5,1026.3,,
01/06/2019 17:36,,,,-5.7,1026.4,,
01/06/2019 17:42,,,,-5.6,1026.7,,
01/06/2019 17:48,,,,-5.7,1026.9,,
01/06/2019 17:54,,,,-5.8,1027.1,,
01/06/2019 18:00,,,,-5.9,1027.2,,
01/06/2019 18:06,,,,-6.0,1027.4,,
01/06/2019 18:12,,,,-6.3,1027.5,,
01/06/2019 18:18,,,,-6.3,1027.7,,
01/06/2019 18:24,,,,-6.3,1028.0,,
01/06/2019 18:30,,,,-6.3,1028.1,,
01/06/2019 18:36,,,,-6.6,1028.3,,
01/06/2019 18:42,,,,-7.0,1028.5,,
01/06/2019 18:48,,,,-6.7,1028.6,,
01/06/2019 18:54,,,,-6.7,1028.7,,
01/06/2019 19:00,,,,-6.7,1028.9,,
01/06/2019 19:06,,,,-7.1,1028.9,,
01/06/2019 19:12,,,,-7.1,1029.1,,
01/06/2019 19:18,,,,-7.3,1029.4,,
01/06/2019 19:24,,,,-7.4,1029.5,,
01/06/2019 19:30,,,,-7.4,1029.5,,
01/06/2019 19:36,,,,-7.4,1029.8,,
01/06/2019 19:42,,,,-7.2,1029.8,,
01/06/2019 19:48,,,,-7.9,1029.9,,
01/06/2019 19:54,,,,-7.7,1029.9,,
01/06/2019 20:00,,,,-8.0,1029.9,,
01/06/2019 20:06,,,,-7.9,1030.1,,
01/06/2019 20:12,,,,-8.0,1030.1,,
01/06/2019 20:18,,,,-7.8,1030.2,,
01/06/2019 20:24,,,,-8.2,1030.3,,
01/06/2019 20:30,,,,-8.2,1030.4,,
01/06/2019 20:36,,,,-8.1,1030.5,,
01/06/2019 20:42,,,,-8.4,1030.5,,
01/06/2019 20:48,,,,-8.4,1030.5,,
01/06/2019 20:54,,,,-8.4,1030.7,,
01/06/2019 21:00,,,,-8.6,1030.8,,
01/06/2019 21:06,,,,-8.1,1030.9,,
01/06/2019 21:12,,,,-8.8,1031.0,,
01/06/2019 21:18,,,,-8.9,1031.2,,
01/06/2019 21:24,,,,-9.1,1031.3,,
01/06/2019 21:30,,,,-8.8,1031.3,,
01/06/2019 21:36,,,,-9.3,1031.4,,
01/06/2019 21:42,,,,-9.0,1031.5,,
01/06/2019 21:48,,,,-9.2,1031.6,,
01/06/2019 21:54,,,,-9.1,1031.6,,
01/06/2019 22:00,,,,-9.4,1031.6,,
01/06/2019 22:06,,,,-9.6,1031.7,,
01/06/2019 22:12,,,,-9.6,1031.9,,
01/06/2019 22:18,,,,-9.8,1032.0,,
01/06/2019 22:24,,,,-9.7,1032.1,,
01/06/2019 22:30,,,,-9.9,1032.2,,
01/06/2019 22:36,,,,-9.5,1032.3,,
01/06/2019 22:42,,,,-9.6,1032.3,,
01/06/2019 22:48,,,,-10.0,1032.3,,
01/06/2019 22:54,,,,-9.9,1032.4,,
01/06/2019 23:00,,,,-9.9,1032.4,,
01/06/2019 23:06,,,,-10.1,1032.5,,
01/06/2019 23:12,,,,-10.3,1032.6,,
01/06/2019 23:18,,,,-10.3,1032.6,,
01/06/2019 23:24,,,,-10.5,1032.6,,
01/06/2019 23:30,,,,-10.5,1032.6,,
01/06/2019 23:36,,,,-10.8,1032.6,,
01/06/2019 23:42,,,,-10.5,1032.5,,
01/06/2019 23:48,,,,-10.8,1032.6,,
01/06/2019 23:54,,,,-10.9,1032.6,,
01/07/2019 00:00,,,,-11.1,1032.5,,
01/07/2019 00:06,,,,-11.1,1032.4,,
01/07/2019 00:12,,,,-11.2,1032.4,,
01/07/2019 00:18,,,,-11.2,1032.5,,
01/07/2019 00:24,,,,-11.4,1032.6,,
01/07/2019 00:30,,,,-11.4,1032.8,,
01/07/2019 00:36,,,,-11.4,1032.8,,
01/07/2019 00:42,,,,-11.4,1032.8,,
01/07/2019 00:48,,,,-11.6,1032.8,,
01/07/2019 00:54,,,,-11.5,1032.9,,
01/07/2019 01:00,,,,-11.7,1033.0,,
01/07/2019 01:06,,,,-11.7,1033.1,,
01/07/2019 01:12,,,,-11.6,1033.3,,
01/07/2019 01:18,,,,-11.7,1033.4,,
01/07/2019 01:24,,,,-11.9,1033.8,,
01/07/2019 01:30,,,,-11.8,1034.1,,
01/07/2019 01:36,,,,-11.8,1034.3,,
01/07/2019 01:42,,,,-12.0,1034.4,,
01/07/2019 01:48,,,,-11.9,1034.4,,
01/07/2019 01:54,,,,-12.2,1034.3,,
01/07/2019 02:00,,,,-12.1,1034.4,,
01/07/2019 02:06,,,,-12.3,1034.6,,
01/07/2019 02:12,,,,-12.3,1034.5,,
01/07/2019 02:18,,,,-12.3,1034.4,,
01/07/2019 02:24,,,,-12.2,1034.4,,
01/07/2019 02:30,,,,-12.5,1034.4,,
01/07/2019 02:36,,,,-12.6,1034.5,,
01/07/2019 02:42,,,,-12.8,1034.5,,
01/07/2019 02:48,,,,-12.7,1034.6,,
01/07/2019 02:54,,,,-12.9,1034.6,,
01/07/2019 03:00,,,,-13.0,1034.5,,
01/07/2019 03:06,,,,-13.0,1034.4,,
01/07/2019 03:12,,,,-13.1,1034.4,,
01/07/2019 03:18,,,,-12.8,1034.4,,
01/07/2019 03:24,,,,-13.0,1034.5,,
01/07/2019 03:30,,,,-13.3,1034.5,,
01/07/2019 03:36,,,,-13.2,1034.7,,
01/07/2019 03:42,,,,-13.1,1034.7,,
01/07/2019 03:48,,,,-13.4,1034.6,,
01/07/2019 03:54,,,,-13.2,1034.6,,
01/07/2019 04:00,,,,-13.0,1034.6,,
01/07/2019 04:06,,,,-13.2,1034.7,,
01/07/2019 04:12,,,,-13.4,1034.6,,
01/07/2019 04:18,,,,-13.2,1034.7,,
01/07/2019 04:24,,,,-13.4,1034.7,,
01/07/2019 04:30,,,,-13.2,1034.9,,
01/07/2019 04:36,,,,-13.2,1034.9,,
01/07/2019 04:42,,,,-13.3,1034.9,,
01/07/2019 04:48,,,,-13.5,1035.0,,
01/07/2019 04:54,,,,-13.5,1035.1,,
01/07/2019 05:00,,,,-13.4,1035.0,,
01/07/2019 05:06,,,,-13.2,1034.9,,
01/07/2019 05:12,,,,-13.5,1034.8,,
01/07/2019 05:18,,,,-13.5,1034.7,,
01/07/2019 05:24,,,,-13.4,1034.6,,
01/07/2019 05:30,,,,-13.6,1034.6,,
01/07/2019 05:36,,,,-13.4,1034.5,,
01/07/2019 05:42,,,,-13.4,1034.4,,
01/07/2019 05:48,,,,-13.7,1034.7,,
01/07/2019 05:54,,,,-13.2,1035.1,,
01/07/2019 06:00,,,,-13.8,1035.4,,
01/07/2019 06:06,,,,-13.7,1035.4,,
01/07/2019 06:12,,,,-14.0,1035.2,,
01/07/2019 06:18,,,,-13.9,1035.2,,
