   238    370    293
   239    285    308
   239    308    338
   239    338    243
   239    248    285
   240    260    317
   240    317    316
   241    266    339
   241    339    283
   241    327    268
   241    268    244
   241    244    266
   242    243    314
   242    314    265
   243    338    314
   244    305    266
   244    251    305
   245    278    335
   245    335    324
   245    324    253
   245    253    292
   245    292    355
   245    355    289
   246    267    312
   246    312    297
   246    297    256
   247    263    275
   247    275    249
   248    962    285
   248    342    974
   248    974    962
   249    275    385
   249    385    305
   249    305    251
   250    294    333
   250    333    964
   250    964    965
   250    965    970
   252    269    296
   252    296    257
   252    279    301
   252    301    269
   253    324    255
   253    255    292
   254    295    282
   254    282    260
   255    324    348
   255    348    270
   255    270    276
   255    276    292
   256    297    262
   257    296    304
   257    304    286
   258    273    369
   258    369    370
   259    261    353
   259    353    311
   259    311    298
   260    282    317
   261    309    356
   261    356    353
   262    297    374
   262    374    263
   263    374    381
   263    381    275
   264    367    359
   264    359    273
   264    286    367
   265    314    290
   266    404    339
   266    305    404
   267    310    375
   267    375    312
   268    327    343
   268    343    319
   269    346    325
   269    325    296
   269    301    332
   269    332    346
   270    348    351
   270    351    318
   270    318    271
   270    271    276
   271    318    859
   271    859    845
   271    845    851
   271    851    306
   271    306    276
   272    950    331
   272    331    302
   273    359    369
   274    333    362
   274    362    291
   274    291    979
   274    979   1011
   274   1011    971
   274    971    964
   274    964    333
   275    381    385
   276    306    883
   276    883    321
   276    321    292
   277    291    328
   277    328    329
   277    329    963
   277    963    966
   277    966    967
   277    967    979
   277    979    291
   278    952    365
   278    365    335
   278    953    952
   279    280    357
   279    357    323
   279    323    301
   280    284    364
   280    364    357
   281    322    955
   282    295    424
   282    424    388
   282    388    317
   283    339    514
   283    514    307
   284    313    366
   284    366    364
   285    329    423
   285    423    308
   285    962    963
   285    963    329
   286    304    409
   286    409    367
   287    302    391
   287    391    478
   287    478    342
   288    528    365
   288    365    952
   289    355    420
   289    420    322
   290    414    471
   290    314    414
   291    362    328
   292    321    355
   293    370    394
   293    394    310
   294    523    467
   294    467    333
   294    307    523
   295    298    373
   295    373    424
   296    325    400
   296    400    410
   296    410    393
   296    393    304
   297    312    418
   297    418    374
   298    311    398
   298    398    373
   299    320    368
   299    368    313
   300    316    337
   300    337    387
   300    387    326
   301    323    332
   302    331    390
   302    390    391
   303    326    371
   303    371    455
   303    455    320
   304    393    409
   305    385    386
   305    386    404
   306    851    864
   306    864    883
   307    514    523
   308    423    488
   308    488    338
   309    319    389
   309    389    356
   310    394    463
   310    463    375
   311    353    436
   311    436    398
   312    375    552
   312    552    545
   312    545    418
   313    368    376
   313    376    366
   314    338    414
   315    331    950
   315    950    949
   315    417    331
   316    317    358
   316    358    337
   317    388    358
   318    351    529
   318    529    530
   318    530    382
   318    382    888
   318    888    859
   319    343    384
   319    384    389
   320    455    448
   320    448    368
   321    883    407
   321    407    430
   321    430    355
   322    420    481
   322    481    954
   322    954    955
   323    357    399
   323    399    336
   323    336    332
   324    472    470
   324    470    348
   324    335    472
   325    406    400
   325    346    406
   326    387    446
   326    446    371
   327    969    973
   327    973    397
   327    397    343
   328    362    509
   328    509    473
   328    473    329
   329    473    423
   330    948    947
   330    947    405
   330    405    352
   330    352    425
   330    425    452
   330    452    427
   330    427    948
   331    417    378
   331    378    390
   332    428    346
   332    336    345
   332    345    428
   333    467    431
   333    431    362
   334    437    402
   334    402    341
   334    341    379
   334    379    403
   334    403    363
   334    363    437
   335    365    472
   336    399    372
   336    372    344
   336    344    345
   337    358    433
   337    433    396
   337    396    387
   338    488    414
   339    404    519
   339    519    514
   340    412    408
   340    408    354
   340    354    415
   340    415    395
   340    395    347
   340    347    412
   341    402    442
   341    442    349
   341    349    361
   341    361    379
   342    478    981
   342    981    974
   343    397    439
   343    439    384
   344    350    345
   344    372    361
   344    361    349
   344    349    350
   345    450    428
   345    350    450
   346    421    406
   346    428    421
   347    380    412
   347    395    890
   347    890    882
   347    882    862
   347    862    380
   348    470    559
   348    559    351
   349    442    350
   350    442    450
   351    559    563
   351    563    529
   352    405    437
   352    437    363
   352    363    403
   352    403    425
   353    356    435
   353    435    436
   354    408    451
   354    451    383
   354    383    440
   354    440    486
   354    486    415
   355    430    492
   355    492    420
   356    389    435
   357    364    399
   358    388    503
   358    503    433
   359    367    538
   359    538    536
   359    536    369
   360    525    477
   360    477    392
   360    392    453
   360    453    411
   360    411    383
   360    383    525
   361    372    457
   361    457    460
   361    460    379
   362    431    583
   362    583    501
   362    501    509
   364    366    429
   364    429    399
   365    528    587
   365    587    472
   366    376    462
   366    462    429
   367    409    558
   367    558    538
   368    448    499
   368    499    376
   369    536    569
   369    569    507
   369    507    370
   370    507    505
   370    505    394
   371    446    459
   371    459    455
   372    399    443
   372    443    457
   373    398    438
   373    438    424
   374    418    550
   374    550    510
   374    510    381
   375    463    573
   375    573    552
   376    499    565
   376    565    462
   377    874    945
   377    945    948
   377    948    427
   377    427    422
   377    422    901
   377    901    874
   378    417    482
   378    482    447
   378    447    465
   378    465    390
   379    460    474
   379    474    403
   380    497    456
   380    456    412
   380    862    889
   380    889    909
   380    909    497
   381    510    561
   381    561    385
   382    530    531
   382    531    413
   382    413    904
   382    904    888
   383    451    525
   383    411    440
   384    439    466
   384    466    389
   385    561    553
   385    553    554
   385    554    386
   386    554    581
   386    581    404
   387    396    444
   387    444    446
   388    424    476
   388    476    504
   388    504    503
   389    466    479
   389    479    435
   390    465    454
   390    454    391
   391    454    483
   391    483    478
   392    477    434
   392    434    401
   392    401    461
   392    461    453
   393    410    533
   393    533    532
   393    532    409
   394    505    576
   394    576    463
   395    415    945
   395    945    946
   395    946    890
   396    433    502
   396    502    537
   396    537    444
   397    973    975
   397    975    976
   397    976    468
   397    468    439
   398    436    469
   398    469    438
   399    429    443
   400    445    521
   400    521    410
   400    406    445
   401    434    449
   401    449    419
   401    419    461
   402    475    442
   402    437    475
   403    474    487
   403    487    425
   404    581    519
   405    947    498
   405    498    437
   406    421    445
   407    883    896
   407    896    432
   407    432    513
   407    513    430
   408    496    566
   408    566    451
   408    412    496
   409    532    558
   410    521    546
   410    546    533
   411    453    485
   411    485    489
   411    489    440
   412    456    541
   412    541    496
   413    531    495
   413    495    913
   413    913    892
   413    892    904
   414    488    518
   414    518    471
   415    486    484
   415    484    945
   416    449    506
   416    506    464
   416    464    421
   416    421    441
   416    441    419
   416    419    449
   417    491    482
   418    545    550
   419    441    458
   419    458    461
   420    492    481
   421    464    445
   421    428    441
   422    427    500
   422    500    544
   422    544    914
   422    914    901
   423    473    549
   423    549    488
   424    438    476
   425    487    524
   425    524    452
   426    915    495
   426    495    497
   426    497    909
   426    909    893
   426    893    905
   426    905    915
   427    452    500
   428    458    441
   428    450    458
   429    462    534
   429    534    443
   430    513    562
   430    562    492
   431    592    583
   431    467    592
   432    896    911
   432    911    919
   432    919    927
   432    927    516
   432    516    522
   432    522    513
   433    503    574
   433    574    502
   434    590    579
   434    579    449
   434    477    590
   435    479    517
   435    517    436
   436    517    568
   436    568    494
   436    494    469
   437    498    493
   437    493    475
   438    469    511
   438    511    476
   439    468    527
   439    527    508
   439    508    466
   440    489    486
   442    475    490
   442    490    450
   443    534    512
   443    512    457
   444    537    600
   444    600    480
   444    480    446
   445    464    548
   445    548    521
   446    480    459
   447    482    593
   447    593    535
   447    535    542
   447    542    465
   448    455    520
   448    520    609
   448    609    499
   449    579    582
   449    582    506
   450    490    458
   451    566    597
   451    597    556
   451    556    525
   452    524    543
   452    543    500
   453    461    485
   454    465    547
   454    547    607
   454    607    483
   455    459    567
   455    567    520
   456    571    541
   456    497    571
   457    512    560
   457    560    460
   458    490    461
   459    480    567
   460    560    526
   460    526    474
   461    490    485
   462    565    619
   462    619    534
   463    576    596
   463    596    573
   464    506    628
   464    628    616
   464    616    548
   465    542    547
   466    508    564
   466    564    515
   466    515    479
   467    695    592
   467    523    695
   468    976    982
   468    982    983
   468    983    527
   469    494    577
   469    577    511
   470    578    559
   470    472    578
   471    518    637
   472    587    578
   473    509    620
   473    620    549
   474    526    551
   474    551    487
   475    493    485
   475    485    490
   476    511    539
   476    539    504
   477    622    590
   477    525    622
   478   1016    981
   478    483    988
   478    988   1016
   479    515    540
   479    540    517
   480    600    617
   480    617    567
   481    492    557
   481    557    570
   481    570    594
   482    491    605
   482    605    593
   483    607    586
   483    586    988
   484    486    498
   484    498    947
   484    947    948
   484    948    945
   485    493    489
   486    489    498
   487    551    584
   487    584    524
   488    549    575
   488    575    518
   489    493    498
   492    562    557
   494    568    702
   494    702    671
   494    671    577
   495    531    591
   495    591    588
   495    588    497
   495    915    913
   496    541    601
   496    601    566
   497    588    571
   499    609    683
   499    683    565
   500    543    555
   500    555    544
   501    714    635
   501    635    509
   501    583    714
   502    574    659
   502    659    537
   503    504    610
   503    610    574
   504    539    638
   504    638    610
   505    507    611
   505    611    576
   506    582    647
   506    647    628
   507    569    658
   507    658    611
   508    527    572
   508    572    564
   509    635    655
   509    655    620
   510    550    657
   510    657    613
   510    613    561
   511    577    589
   511    589    539
   512    534    585
   512    585    560
   513    522    645
   513    645    562
   514    519    629
   514    629    608
   514    608    523
   515    564    604
   515    604    580
   515    580    540
   516    927    614
   516    614    676
   516    676    623
   516    623    522
   517    540    615
   517    615    568
   518    575    633
   518    633    662
   518    662    637
   519    581    704
   519    704    629
   520    567    686
   520    686    609
   521    548    661
   521    661    546
   522    623    688
   522    688    645
   523    608    736
   523    736    695
   524    584    598
   524    598    543
   525    556    680
   525    680    622
   526    560    646
   526    646    651
   526    651    551
   527    983    595
   527    595    572
   528    636    587
   529    563    602
   529    602    530
   530    602    626
   530    626    531
   531    626    634
   531    634    591
   532    599    606
   532    606    558
   532    533    599
   533    546    599
   534    619    679
   534    679    585
   535    593    627
   535    627    621
   535    621    542
   536    538    639
   536    639    569
   537    659    685
   537    685    600
   538    558    681
   538    681    667
   538    667    639
   539    589    780
   539    780    638
   540    580    654
   540    654    615
   541    571    625
   541    625    601
   542    621    612
   542    612    547
   543    598    640
   543    640    555
   544    931    914
   544    555    630
   544    630    943
   544    943    931
   545    684    631
   545    631    550
   545    552    684
   546    661    599
   547    612    607
   548    616    690
   548    690    661
   549    620    691
   549    691    643
   549    643    575
   550    631    708
   550    708    657
   551    651    669
   551    669    584
   552    573    668
   552    668    684
   553    665    701
   553    701    554
   553    561    665
   554    701    581
   555    640    660
   555    660    630
   556    675    680
   556    597    675
   557    562    618
   557    618    624
   557    624    570
   558    606    712
   558    712    681
   559    578    644
   559    644    672
   559    672    563
   560    585    649
   560    649    646
   561    613    674
   561    674    665
   562    645    618
   563    672    687
   563    687    602
   564    572    641
   564    641    673
   564    673    604
   565    683    678
   565    678    619
   566    601    724
   566    724    597
   567    617    760
   567    760    686
   568    615    702
   569    639    658
   570    624    632
   570    632    594
   571    588    666
   571    666    625
   572    595    642
   572    642    641
   573    596    668
   574    610    677
   574    677    659
   575    643    633
   576    611    682
   576    682    603
   576    603    596
   577    671    735
   577    735    589
   578    663    664
   578    664    644
   578    587    663
   579    656    648
   579    648    582
   579    590    656
   580    604    693
   580    693    732
   580    732    654
   581    701    730
   581    730    704
   582    648    700
   582    700    647
   583    746    714
   583    592    746
   584    669    697
   584    697    598
   585    679    743
   585    743    706
   585    706    649
   586    989    988
   586    607    711
   586    711   1002
   586   1002    989
   587    636    956
   587    956    663
   588    591    699
   588    699    666
   589    735    780
   590    622    722
   590    722    656
   591    634    705
   591    705    699
   592    695    746
   593    605    801
   593    801    757
   593    757    627
   595    983    992
   595    992    689
   595    689    642
   596    603    767
   596    767    668
   597    724    675
   598    697    762
   598    762    640
   599    661    755
   599    755    710
   599    710    606
   600    685    713
   600    713    747
   600    747    617
   601    625    739
   601    739    724
   602    687    698
   602    698    626
   603    682    752
   603    752    767
   604    673    788
   604    788    693
   605    731    801
   606    710    712
   607    612    670
   607    670    711
   608    771    736
   608    629    771
   609    686    709
   609    709    683
   611    658    733
   611    733    682
   612    621    653
   612    653    715
   612    715    670
   613    657    764
   613    764    674
   614    927    928
   614    928    935
   614    935    729
   614    729    751
   614    751    676
   615    654    717
   615    717    702
   616    726    723
   616    723    690
   616    628    726
   617    747    760
   618    645    703
   618    703    707
   618    707    624
   619    678    721
   619    721    679
   620    655    777
   620    777    691
   621    627    750
   621    750    653
   622    680    775
   622    775    722
   623    676    817
   623    817    738
   623    738    688
   624    707    727
   624    727    632
   625    666    725
   625    725    739
   626    698    696
   626    696    634
   628    647    726
   629    704    787
   629    787    771
   630    660    758
   631    684    716
   631    716    708
   632    727    734
   633    643    749
   633    749    768
   633    768    662
   634    696    774
   634    774    705
   635    772    655
   636    957    956
   637    662    719
   639    667    812
   639    812    658
   641    642    692
   642    689    694
   642    694    718
   642    718    692
   643    691    799
   643    799    749
   644    664    794
   645    688    703
   646    649    741
   646    741    745
   646    745    651
   647    700    726
   648    790    728
   648    728    700
   648    656    790
   649    706    741
   650    941    937
   650    937    940
   650    940    944
   650    944    748
   650    748    720
   650    720    941
   651    745    742
   651    742    669
   652    939    942
   652    942    941
   652    941    720
   652    720    778
   652    778    939
   653    750    793
   653    793    715
   656    785    790
   656    722    785
   657    708    782
   657    782    764
   658    812    733
   661    690    754
   661    754    755
   662    768    740
   662    740    719
   665    674    786
   665    786    744
   665    744    701
   666    699    753
   666    753    725
   668    767    756
   668    756    684
   669    742    766
   669    766    697
   670    773    711
   670    715    784
   670    784    773
   671    702    825
   671    825    735
   672    781    687
   674    764    786
   675    804    792
   675    792    680
   675    724    804
   678    683    759
   678    759    770
   678    770    721
   679    721    743
   680    792    775
   682    733    791
   683    709    759
   686    760    765
   686    765    709
   688    738    761
   688    761    703
   689    992   1005
   689   1005    763
   689    763    737
   689    737    694
   690    723    769
   690    769    754
   694    737    718
   697    766    796
   700    728    800
   700    800    779
   700    779    726
   701    744    815
   701    815    730
   703    761    789
   703    789    707
   704    730    819
   704    819    787
   706    743    802
   706    802    809
   706    809    741
   708    716    783
   709    765    798
   709    798    759
   710    755    776
   710    776    813
   710    813    712
   715    793    806
   715    806    784
   718    737    803
   719    740    805
   721    770    797
   721    797    814
   721    814    743
   722    775    785
   723    795    769
   723    726    795
   725    753    808
   725    810    739
   726    779    795
   727    824    734
   728    790    811
   728    811    800
   729    935    939
   729    939    778
   729    823    751
   730    815    819
   741    809    821
   741    821    745
   742    745    818
   742    818    766
   743    814    802
   745    821    818
   748    944    943
   754    769    822
   754    816    755
   755    816    776
   759    807    770
   827    829    831
   827    831    835
   828    835    869
   828    869    907
   829    833    841
   829    841    831
   830    838    832
   830    839    838
   831    841    836
   831    836    834
   831    834    837
   831    837    835
   832    842    854
   832    854    849
   832    849    833
   832    838    842
   833    849    858
   833    858    841
   834    836    848
   834    848    843
   834    843    840
   834    840    837
   835    837    866
   835    866    869
   836    857    848
   836    841    857
   837    840    856
   837    856    866
   838    846    842
   838    839    870
   838    870    867
   838    867    846
   839    844    894
   839    894    870
   840    843    868
   840    868    847
   840    847    856
   841    858    880
   841    880    857
   842    850    854
   842    846    850
   843    848    862
   843    862    882
   843    882    868
   844    899    894
   845    859    853
   845    853    851
   846    852    850
   846    867    860
   846    860    852
   847    868    876
   847    876    863
   847    863    856
   848    857    872
   848    872    862
   849    873    879
   849    879    858
   849    854    873
   850    853    855
   850    855    861
   850    861    854
   850    852    853
   851    853    852
   851    852    864
   852    860    864
   853    859    855
   854    861    873
   855    859    865
   855    865    861
   856    863    884
   856    884    887
   856    887    866
   857    880    881
   857    881    872
   858    879    886
   858    886    880
   859    888    865
   860    867    878
   860    878    875
   860    875    864
   861    865    885
   861    885    873
   862    872    889
   863    876    871
   863    871    884
   864    875    883
   865    888    904
   865    904    885
   866    887    869
   867    870    891
   867    891    878
   868    882    890
   868    890    876
   869    887    908
   869    908    920
   869    920    907
   870    894    898
   870    898    891
   871    876    946
   871    946    874
   871    874    884
   872    881    889
   873    885    892
   873    892    879
   874    946    945
   874    901    903
   874    903    884
   875    878    883
   876    890    946
   877    907    923
   877    923    924
   877    924    910
   877    910    895
   878    891    897
   878    897    896
   878    896    883
   879    892    900
   879    900    886
   880    886    893
   880    893    881
   881    893    909
   881    909    889
   884    903    902
   884    902    887
   885    904    892
   886    900    905
   886    905    893
   887    902    908
   891    898    906
   891    906    897
   892    913    900
   894    899    912
   894    912    918
   894    918    898
   895    910    922
   895    922    899
   896    897    911
   897    906    911
   898    918    906
   899    922    925
   899    925    912
   900    913    905
   901    914    903
   902    903    917
   902    917    916
   902    916    908
   903    914    917
   905    913    915
   906    918    921
   906    921    919
   906    919    911
   907    920    926
   907    926    923
   908    916    929
   908    929    920
   910    924    938
   910    938    930
   910    930    922
   912    925    918
   914    931    917
   916    917    929
   917    931    932
   917    932    929
   918    925    928
   918    928    921
   919    921    927
   920    929    926
   921    928    927
   922    930    933
   922    933    925
   923    926    934
   923    934    924
   924    934    938
   925    933    935
   925    935    928
   926    929    936
   926    936    937
   926    937    934
   929    932    936
   930    938    942
   930    942    939
   930    939    933
   931    943    944
   931    944    932
   932    944    940
   932    940    936
   933    939    935
   934    937    941
   934    941    938
   936    940    937
   938    941    942
   958   1001   1000
   959   1003   1002
   960   1009   1006
   960   1006    997
   961    997   1007
   962    966    963
   962    974   1020
   962   1020    966
   964    971    972
   964    972    965
   965    972   1028
   965   1028   1029
   965   1029    970
   966   1020   1021
   966   1021    967
   967   1021   1025
   967   1025    980
   967    980   1010
   967   1010    979
   968    970   1029
   968   1029    978
   968    978    969
   969    978   1027
   969   1027    973
   971   1011   1008
   971   1008   1013
   971   1013    972
   972   1013   1023
   972   1023   1028
   973   1027    975
   974    981   1018
   974   1018   1020
   975   1027    985
   975    985    976
   976    985    987
   976    987    982
   977    978   1029
   977   1029   1028
   977   1028    990
   977    990    999
   977    999   1026
   977   1026    978
   978   1026   1027
   979   1010   1011
   980   1008   1010
   980   1025   1012
   980   1012   1007
   980   1007    997
   980    997   1006
   980   1006   1008
   981   1016   1019
   981   1019   1018
   982    987    986
   982    986    991
   982    991    983
   983    991    992
   984    985   1026
   984   1026    999
   984    999    993
   984    993    994
   984    994    986
   984    986    987
   984    987    985
   985   1027   1026
   986    994    995
   986    995    996
   986    996    991
   988   1017   1016
   988    989   1017
   989   1000   1017
   989   1002   1003
   989   1003   1000
   990   1028   1023
   990   1023   1022
   990    998    999
   991    996    992
   992    996   1005
   993    999    998
   996   1004   1005
  1000   1001   1017
  1001   1015   1014
  1001   1014   1017
  1006   1009   1008
  1008   1011   1010
  1008   1009   1013
  1009   1022   1013
  1012   1025   1024
  1012   1024   1014
  1012   1014   1015
  1013   1022   1023
  1014   1024   1019
  1014   1019   1016
  1014   1016   1017
  1018   1021   1020
  1018   1019   1024
  1018   1024   1021
  1021   1024   1025
