1090	1.324	1.319306612
1100	1.323	1.318806887
1110	1.323	1.318306446
1120	1.322	1.317805529
1130	1.322	1.317303896
1140	1.321	1.316801786
1150	1.321	1.316299081
1160	1.32	1.315795898
1170	1.32	1.315292001
1180	1.319	1.314787626
1190	1.319	1.314282656
1200	1.318	1.313777089
1210	1.318	1.313271046
1220	1.317	1.312764406
1230	1.317	1.312257171
1240	1.316	1.311749339
1250	1.316	1.311241031
1260	1.315	1.310732126
1270	1.315	1.310222507
1280	1.314	1.30971241
1290	1.314	1.309201837
1300	1.313	1.308690548
1310	1.312	1.308178663
1320	1.312	1.307666183
1330	1.311	1.307153106
1340	1.311	1.306639433
1350	1.31	1.306125164
1360	1.31	1.305610299
1370	1.309	1.305094719
1380	1.309	1.304578543
1390	1.308	1.30406177
1400	1.308	1.303544283
1410	1.307	1.303026199
1420	1.307	1.30250752
1430	1.306	1.301988125
1440	1.306	1.301468134
1450	1.305	1.300947309
1460	1.305	1.300426006
1470	1.304	1.29990387
1480	1.304	1.299381137
1490	1.303	1.298857689
1500	1.302	1.298333526
1510	1.302	1.297808766
1520	1.301	1.297283173
1530	1.301	1.296756983
1540	1.3	1.296230078
1550	1.3	1.295702338
1560	1.299	1.295174003
1570	1.299	1.294644952
1580	1.298	1.294115067
1590	1.298	1.293584585
1600	1.297	1.293053269
1610	1.297	1.292521238
1620	1.296	1.291988492
1630	1.295	1.29145503
1640	1.295	1.290920854
1650	1.294	1.290385842
1660	1.294	1.289850116
1670	1.293	1.289313674
1680	1.293	1.288776398
1690	1.292	1.288238406
1700	1.292	1.287699699
1710	1.291	1.287160158
1720	1.29	1.286619902
1730	1.29	1.28607893
1740	1.289	1.285537124
1750	1.289	1.284994483
1760	1.288	1.284451127
1770	1.288	1.283907056
1780	1.287	1.28336215
1790	1.287	1.28281641
1800	1.286	1.282269955
1810	1.285	1.281722665
1820	1.285	1.28117466
1830	1.284	1.28062582
1840	1.284	1.280076146
1850	1.283	1.279525757
1860	1.283	1.278974533
1870	1.282	1.278422594
1880	1.282	1.277869701
1890	1.281	1.277316093
1900	1.28	1.27676177
1910	1.28	1.276206493
1920	1.279	1.275650501
1930	1.279	1.275093675
1940	1.278	1.274536014
1950	1.278	1.273977518
1960	1.277	1.273418307
1970	1.276	1.272858262
1980	1.276	1.272297382
1990	1.275	1.271735668
2000	1.275	1.27117312
2010	1.274	1.270609856
2020	1.274	1.270045638
2030	1.273	1.269480705
2040	1.272	1.268914938
2050	1.272	1.268348336
2060	1.271	1.2677809
2070	1.271	1.267212629
2080	1.27	1.266643524
2090	1.269	1.266073585
2100	1.269	1.26550293
2110	1.268	1.264931321
2120	1.268	1.264358997
2130	1.267	1.26378572
2140	1.267	1.263211608
2150	1.266	1.262636781
2160	1.265	1.262061119
2170	1.265	1.261484504
2180	1.264	1.260907173
2190	1.264	1.260328889
2200	1.263	1.259749889
2210	1.262	1.259169936
2220	1.262	1.258589149
2230	1.261	1.258007646
2240	1.261	1.257425189
2250	1.26	1.256842017
2260	1.259	1.256257892
2270	1.259	1.255672932
2280	1.258	1.255087137
2290	1.258	1.254500508
2300	1.257	1.253913045
2310	1.256	1.253324747
2320	1.256	1.252735496
2330	1.255	1.252145529
2340	1.255	1.251554608
2350	1.254	1.250962853
2360	1.253	1.250370264
2370	1.253	1.24977684
2380	1.252	1.249182582
2390	1.251	1.24858737
2400	1.251	1.247991323
2410	1.25	1.247394443
2420	1.25	1.246796727
2430	1.249	1.246198058
2440	1.248	1.245598555
2450	1.248	1.244998097
2460	1.247	1.244396806
2470	1.247	1.24379468
2480	1.246	1.2431916
2490	1.245	1.242587686
2500	1.227	1.241982818
2510	1.227	1.223484039
2520	1.226	1.22284627
2530	1.225	1.222207546
2540	1.225	1.221567631
2550	1.224	1.220926642
2560	1.223	1.220284581
2570	1.223	1.219641328
2580	1.222	1.218997002
2590	1.221	1.218351603
2600	1.221	1.217705011
2610	1.22	1.217057347
2620	1.219	1.216408372
2630	1.219	1.215758324
2640	1.218	1.215107083
2650	1.217	1.214454651
2660	1.217	1.213801026
2670	1.216	1.21314621
2680	1.215	1.212490201
2690	1.215	1.211832881
2700	1.214	1.211174369
2710	1.213	1.210514545
2720	1.212	1.20985353
2730	1.212	1.209191203
2740	1.211	1.208527565
2750	1.21	1.207862616
2760	1.21	1.207196355
2770	1.209	1.206528783
2780	1.208	1.2058599
2790	1.208	1.205189705
2800	1.207	1.20451808
2810	1.206	1.203845024
2820	1.206	1.203170657
2830	1.205	1.202494979
2840	1.204	1.201817751
2850	1.203	1.201139212
2860	1.203	1.200459123
2870	1.202	1.199777722
2880	1.201	1.199094772
2890	1.201	1.198410392
2900	1.2	1.197724462
2910	1.199	1.197037101
2920	1.198	1.19634831
2930	1.198	1.195657849
2940	1.197	1.194965959
2950	1.196	1.194272518
2960	1.196	1.193577647
2970	1.195	1.192881107
2980	1.194	1.192183018
2990	1.193	1.191483259
3000	1.193	1.19078207
3010	1.192	1.190079212
3020	1.191	1.189374804
3030	1.19	1.188668728
3040	1.19	1.187960982
3050	1.189	1.187251687
3060	1.188	1.186540723
3070	1.188	1.18582809
3080	1.187	1.185113788
3090	1.186	1.184397817
3100	1.185	1.183680058
3110	1.185	1.182960749
3120	1.184	1.182239652
3130	1.183	1.181516886
3140	1.182	1.180792332
3150	1.182	1.180066109
3160	1.181	1.179338098
3170	1.18	1.178608418
3180	1.179	1.17787683
3190	1.179	1.177143574
3200	1.178	1.17640841
3210	1.177	1.175671577
3220	1.176	1.174932837
3230	1.176	1.174192309
3240	1.175	1.173449993
3250	1.174	1.17270577
3260	1.173	1.171959758
3270	1.172	1.171211958
3280	1.172	1.170462132
3290	1.171	1.169710517
3300	1.17	1.168956995
3310	1.169	1.168201447
3320	1.169	1.16744411
3330	1.168	1.166684866
3340	1.167	1.165923595
3350	1.166	1.165160418
3360	1.165	1.164395332
3370	1.165	1.163628221
3380	1.164	1.162859082
3390	1.163	1.162088037
3400	1.162	1.161314964
3410	1.161	1.160539746
3420	1.161	1.159762621
3430	1.16	1.158983469
3440	1.159	1.158202171
3450	1.158	1.157418847
3460	1.157	1.156633496
3470	1.157	1.155846
3480	1.156	1.155056357
3490	1.155	1.154264688
3500	1.154	1.153470874
3510	1.153	1.152674794
3520	1.153	1.151876688
3530	1.152	1.151076436
3540	1.151	1.150273919
3550	1.15	1.149469256
3560	1.149	1.148662329
3570	1.148	1.147853255
3580	1.148	1.147041917
3590	1.147	1.146228313
3600	1.146	1.145412445
3610	1.145	1.144594312
3620	1.144	1.143773913
3630	1.143	1.14295125
3640	1.143	1.142126203
3650	1.142	1.14129889
3660	1.141	1.140469313
3670	1.14	1.139637232
3680	1.139	1.138802886
3690	1.138	1.137966156
3700	1.137	1.137127042
3710	1.137	1.136285424
3720	1.136	1.135441542
3730	1.135	1.134595156
3740	1.134	1.133746266
3750	1.133	1.132894993
3760	1.132	1.132041216
3770	1.131	1.131184936
3780	1.131	1.130326152
3790	1.13	1.129464984
3800	1.129	1.128601074
3810	1.128	1.12773478
3820	1.127	1.126865864
3830	1.126	1.125994325
3840	1.125	1.125120282
3850	1.124	1.124243498
3860	1.123	1.12336421
3870	1.123	1.1224823
3880	1.122	1.121597648
3890	1.121	1.120710254
3900	1.12	1.119820237
3910	1.119	1.118927598
3920	1.118	1.118032098
3930	1.117	1.117133856
3940	1.116	1.116232872
3950	1.115	1.115329146
3960	1.114	1.11442256
3970	1.113	1.113513112
3980	1.112	1.112600803
3990	1.112	1.111685634
4000	1.111	1.110767603
4010	1.11	1.109846711
4020	1.109	1.108922839
4030	1.108	1.107995987
4040	1.107	1.107066154
4050	1.106	1.106133342
4060	1.105	1.10519743
4070	1.104	1.104258537
4080	1.103	1.103316545
4090	1.102	1.102371454
4100	1.101	1.101423144
4110	1.1	1.100471735
4120	1.099	1.099517226
4130	1.098	1.098559499
4140	1.097	1.097598433
4150	1.096	1.09663415
4160	1.095	1.095666647
4170	1.094	1.094695807
4180	1.093	1.093721509
4190	1.092	1.092743993
4200	1.091	1.09176302
4210	1.09	1.090778589
4220	1.089	1.089790702
4230	1.088	1.088799238
4240	1.087	1.087804437
4250	1.086	1.08680594
4260	1.085	1.085803866
4270	1.084	1.084798217
4280	1.083	1.083788872
4290	1.082	1.082775831
4300	1.081	1.081759095
4310	1.08	1.080738664
4320	1.079	1.079714417
4330	1.078	1.078686237
4340	1.077	1.077654243
4350	1.076	1.076618433
4360	1.075	1.07557869
4370	1.074	1.074534893
4380	1.073	1.073487043
4390	1.072	1.07243526
4400	1.071	1.071379304
4410	1.07	1.070319295
4420	1.069	1.069254994
4430	1.068	1.068186641
4440	1.066	1.067113876
4450	1.065	1.06603694
4460	1.064	1.064955592
4470	1.063	1.063869953
4480	1.062	1.062779784
4490	1.061	1.061685205
4500	1.06	1.060585976
4510	1.059	1.059482336
4520	1.058	1.058374047
4530	1.057	1.057261109
4540	1.055	1.056143403
4550	1.054	1.055020928
4560	1.053	1.053893685
4570	1.052	1.052761674
4580	1.051	1.051624656
4590	1.05	1.050482631
4600	1.049	1.049335718
4610	1.047	1.04818356
4620	1.046	1.047026396
4630	1.045	1.045864105
4640	1.044	1.04469645
4650	1.043	1.04352355
4660	1.042	1.042345285
4670	1.04	1.041161656
4680	1.039	1.039972544
4690	1.038	1.038777947
4700	1.037	1.037577629
4710	1.036	1.036371708
4720	1.035	1.035160065
4730	1.033	1.033942699
4740	1.032	1.032719493
4750	1.031	1.031490207
4760	1.03	1.030255079
4770	1.028	1.029013872
4780	1.027	1.027766466
4790	1.026	1.026512861
4800	1.025	1.025252938
4810	1.023	1.023986697
4820	1.022	1.022714019
4830	1.021	1.021434784
4840	1.02	1.020148873
4850	1.018	1.018856287
4860	1.017	1.017556906
4870	1.016	1.01625061
4880	1.015	1.014937401
4890	1.013	1.01361692
4900	1.012	1.012289405
4910	1.011	1.010954499
4920	1.009	1.009612203
4930	1.008	1.008262515
4940	1.007	1.006905079
4950	1.005	1.005540013
4960	1.004	1.00416708
4970	1.003	1.00278616
4980	1.001	1.001397133
4990	1	1
